EmployeeID,PerformanceScore,ProjectsCompleted,ProjectsDue,TechnicalSkillsScore,SoftSkillsScore,TrainingProgramsCompleted,Attendance,YearsWithCompany,YearsInIndustry,PromotionScore,PromotionStatus
2363,2.028250028,12,8,3.099162491,2.085216539,5,94.1400645,6,13,6.444605844,No
2364,4.795917852,2,6,4.530153543,2.218306878,4,86.29033158,0,9,5.771556286,No
2365,2.093258609,3,3,3.145779505,4.631109902,6,99.27055597,8,2,5.811989777,No
2366,4.441871969,12,1,4.025062791,2.484922186,7,87.27098264,9,11,7.800449095,Yes
2367,3.866991536,6,1,4.728528784,3.687121478,6,86.73977511,1,17,6.809816762,No
2368,4.367430569,1,3,2.039434016,3.814580814,2,94.79619947,6,4,5.3243634,No
2369,3.373534922,4,7,3.712124542,2.132285624,8,87.2513554,3,3,5.672827849,No
2370,4.094821299,6,9,2.902566884,3.696311176,8,89.90284425,3,7,6.750120798,No
2371,2.995580133,1,4,3.928235854,3.258829526,3,99.64494996,2,18,5.683090223,No
2372,4.717228948,3,7,4.267375482,3.659767266,1,85.55122372,9,5,6.705133107,No
2373,2.494794628,2,5,4.484853284,3.293068229,3,87.82018214,0,10,5.061208741,No
2374,2.967295047,8,6,4.677814196,3.019850295,9,98.7973168,7,8,7.373497134,No
2375,2.811196199,13,1,3.089038558,4.561405236,6,95.84085129,7,3,6.928772011,No
2376,4.706644189,7,1,2.200121896,4.813331073,9,91.70350421,8,7,7.466594106,No
2377,4.199915408,5,2,3.776744806,2.94756403,9,91.24980315,3,17,6.984652418,No
2378,2.618606238,3,9,2.965579472,4.748488758,3,88.50165695,0,13,5.585651965,No
2379,3.776689244,9,9,4.923987344,4.096725407,7,95.25450466,2,11,7.712667652,Yes
2380,2.775911653,3,9,3.293330513,3.148662134,9,87.39916412,3,7,5.940137054,No
2381,3.316478817,5,1,3.190436474,3.893342416,3,88.97731868,3,2,5.204698046,No
2382,3.503613773,1,6,2.226654426,4.139045838,5,86.90693306,9,7,6.044677718,No
2383,3.714474612,7,4,2.354839878,2.608283842,5,85.08119053,6,11,6.098930679,No
2384,4.053533359,14,8,4.574290992,2.061299389,2,94.03364696,9,19,8.219093594,Yes
2385,2.58674977,11,2,4.557874833,4.061410092,4,87.79046818,1,14,6.580470268,No
2386,3.958854677,3,4,2.189056396,3.722801422,2,90.80571205,8,1,5.47254982,No
2387,4.225748585,13,5,2.134923226,4.721409069,3,96.99943524,0,16,7.063266992,No
2388,2.225330236,3,2,3.516331725,3.974016779,9,92.61855918,4,10,5.966722154,No
2389,3.545175289,12,0,2.284748589,3.762208336,7,95.95349378,1,12,6.497874253,No
2390,3.756324482,14,3,3.897418099,3.785188523,6,97.01373809,0,2,6.716045652,No
2391,4.169188243,6,1,2.06062544,3.647599083,6,90.12813269,6,3,5.97106475,No
2392,4.362624426,9,7,3.562414986,3.543622846,0,87.11778635,3,19,6.93454692,No
2393,4.370936777,10,6,4.237545732,3.757726916,5,88.39648391,0,17,7.385975647,No
2394,3.63059971,1,7,2.12348966,2.03295003,4,98.05669079,4,16,5.406764597,No
2395,3.356920984,10,6,3.55822884,2.184312681,1,85.45589848,9,3,6.093857587,No
2396,2.477833568,7,6,2.171291626,4.986552915,2,85.97705504,6,1,5.523111141,No
2397,4.185443361,5,8,2.38725942,2.359577062,9,91.61743634,5,1,6.102748517,No
2398,3.425338774,5,3,3.696045588,2.265518926,0,87.12954302,3,19,5.56561458,No
2399,2.770173781,9,7,4.707557604,3.023294988,3,87.89075801,6,15,6.948881157,No
2400,4.756127668,1,3,3.319385033,2.595834525,8,96.52765569,7,11,6.661717051,No
2401,4.337509619,7,0,2.636408761,4.510949712,9,97.97133142,0,14,6.845766809,No
2402,2.415057863,4,5,4.311365055,2.499195913,5,94.97931641,6,12,6.019134976,No
2403,4.343326469,3,7,2.365007328,3.031409952,3,88.89036001,8,15,6.467172739,No
2404,4.605784233,12,5,4.299986136,3.115892367,3,99.18453896,0,2,6.561011189,No
2405,2.618786799,6,4,4.206063213,3.770171889,2,87.76397208,0,13,5.589537084,No
2406,2.404535237,4,2,2.194284725,3.911573268,9,91.15098548,1,8,5.27692763,No
2407,4.885927367,4,0,2.712277656,4.538896007,5,96.99669418,9,16,7.425922235,No
2408,2.852012523,6,8,2.769813223,2.509520242,3,97.29264388,4,2,5.16787401,No
2409,3.619683673,9,0,4.614418705,2.000588412,0,90.05156854,3,15,5.919984021,No
2410,2.841786297,12,4,2.840566767,3.014016307,3,93.03788563,6,16,6.673510069,No
2411,3.555809791,1,2,2.831424324,2.929158726,7,98.25047986,6,13,5.979912569,No
2412,4.061438657,7,6,3.6094784,2.455919693,1,97.73327188,8,11,6.583808312,No
2413,4.47425212,11,5,2.27586843,3.383042862,8,88.71941749,7,18,7.944952705,Yes
2414,4.078802331,3,8,2.75043604,3.709580042,6,99.99805918,1,1,5.665788721,No
2415,2.889017514,2,7,2.254607584,3.121573907,7,89.06258864,3,16,5.715478316,No
2416,2.322666416,9,3,4.754543165,3.561224595,6,96.61647343,3,14,6.757756115,No
2417,4.200660355,14,4,4.985622116,3.796610691,5,94.05048635,5,3,7.746666918,Yes
2418,2.323952854,8,0,4.056142252,4.281897309,0,87.2937142,7,16,6.28095605,No
2419,4.891674321,12,4,3.302994879,3.363658173,3,91.72199358,4,19,7.659599866,Yes
2420,2.00027618,10,0,4.694293893,4.719018824,8,92.76535607,0,8,6.43312794,No
2421,4.603902179,3,2,4.468410838,4.701194546,3,98.7704111,7,15,7.413271076,No
2422,3.678908798,13,0,3.491179672,2.798453791,1,98.64229605,8,2,6.34299682,No
2423,4.453027836,4,5,2.879793197,3.522182512,0,85.9923032,4,10,5.73883632,No
2424,3.384255256,9,9,4.303808455,3.63447337,7,91.95362453,6,1,7.116084633,No
2425,2.23678359,8,1,4.94543218,4.498529355,8,88.3863678,0,17,6.808089718,No
2426,2.926120691,6,9,3.02949821,2.258694027,1,92.64137734,9,12,6.068866922,No
2427,3.615640432,11,7,3.814953993,2.312047976,0,87.93223823,0,3,5.3890342,No
2428,2.496324661,6,4,4.69580911,4.714081233,0,97.45445659,1,14,6.009074115,No
2429,3.793986908,7,1,4.993071878,2.857727994,6,89.75792134,8,14,7.368367155,No
2430,3.613898307,7,5,3.368813164,2.643543665,7,94.75371412,1,14,6.350312285,No
2431,2.074270901,13,4,2.61693086,4.419542753,5,90.81041169,2,13,6.42582223,No
2432,2.862781165,6,2,3.871316785,3.517239618,8,96.81686403,9,10,6.99902096,No
2433,2.083796772,11,6,3.355769351,3.633812229,5,93.64820663,3,2,5.872932058,No
2434,4.764258867,7,2,2.613263774,2.075110144,9,95.47518439,8,6,6.83275704,No
2435,4.921122131,5,8,2.883096656,3.583674577,2,96.87190164,8,4,6.678995396,No
2436,4.786048302,14,1,2.180748169,3.253192537,5,96.29084334,5,11,7.253124001,No
2437,2.828176978,11,2,3.432775909,3.385479729,3,94.83777657,8,18,7.084398431,No
2438,2.677173908,8,8,3.746544384,2.554402721,6,94.39677713,1,8,5.905539177,No
2439,2.13935362,12,1,3.111462063,4.195531941,3,93.02897972,4,5,5.86033496,No
2440,3.957985845,6,5,3.962672846,3.890395618,6,94.8781147,8,8,7.285139132,No
2441,2.611389335,11,1,2.406309297,3.474311848,3,98.47197288,8,12,6.38138996,No
2442,4.90736474,11,5,4.638927755,4.103257682,0,91.05910051,1,2,6.668916007,No
2443,4.787734713,2,3,3.950469081,2.522709333,3,94.12572212,6,8,6.100309643,No
2444,3.046576276,1,3,3.977266118,3.912763917,8,95.07922199,0,1,5.251761732,No
2445,4.224979261,11,0,4.388794335,2.149551872,8,98.38938774,9,3,7.360744498,No
2446,3.776239433,12,4,2.617223783,2.295952138,6,91.5365115,8,8,6.88435836,No
2447,2.481769809,9,2,4.814788227,2.086044227,9,87.41491963,3,14,6.58267912,No
2448,4.132977816,7,5,3.725582215,3.062788442,4,92.18379879,5,17,7.034054932,No
2449,2.384307449,14,8,3.552704774,3.748569328,8,86.8611309,7,11,7.702774999,Yes
2450,3.314908527,11,7,4.76257092,3.935623599,0,87.05347207,0,10,6.399732594,No
2451,3.637901386,13,7,2.269461745,2.838794897,9,88.75084141,8,4,7.256307198,No
2452,4.632879772,7,9,4.288333818,3.137290438,5,88.76085669,5,9,7.303243074,No
2453,2.624272366,5,1,2.62169947,2.954434775,9,86.00739293,2,16,5.738220476,No
2454,2.648578809,7,2,2.770076211,4.24977251,1,89.73257825,8,4,5.63434935,No
2455,2.304084322,6,7,2.503292439,4.826577919,8,88.83783913,8,18,7.265865458,No
2456,2.869227706,11,3,2.797163255,2.385933315,2,90.93196337,5,17,6.129692402,No
2457,2.911568315,5,0,4.550593947,2.573643591,1,96.77903388,5,15,5.761543563,No
2458,3.952151839,9,1,4.5526094,3.806218995,7,88.07818323,9,7,7.635331187,Yes
2459,3.773497695,1,2,2.171344028,2.685165887,4,89.77833552,0,1,4.079465399,No
2460,2.763980137,1,6,4.439611607,2.304357042,7,95.60249113,4,13,5.9317165,No
2461,2.889919304,1,5,2.765023955,3.973861308,1,86.68159961,7,4,5.028785136,No
2462,3.74205694,10,8,3.068745725,2.325461981,8,92.50101566,4,1,6.441933172,No
2463,3.160867809,4,9,2.666730601,2.80249055,2,96.60565909,7,19,6.299741488,No
2464,4.507478998,10,6,2.663654654,3.51969367,0,91.22968353,8,4,6.574470041,No
2465,2.321254073,11,7,2.566632284,4.141016328,2,95.68604713,2,14,6.146403552,No
2466,2.968873235,2,6,3.418331437,2.063075206,8,94.29478376,6,4,5.588620043,No
2467,3.109945838,2,3,3.04285955,2.966035671,9,86.54639829,0,6,5.108852739,No
2468,3.238297627,2,1,3.924544429,4.608794454,1,97.37795635,4,18,6.101865525,No
2469,3.319048655,13,7,3.822820837,4.99362591,7,91.47405914,3,7,7.648572273,Yes
2470,3.155330174,4,5,2.520203515,4.510881208,8,90.10732127,4,19,6.812213239,No
2471,2.782518709,4,6,2.674823632,2.354520677,9,94.64540151,7,17,6.502684173,No
2472,3.666311978,6,6,4.071358749,2.491393704,6,93.78623594,9,17,7.410806872,No
2473,2.745326656,14,6,4.096875601,2.459554872,0,92.60377448,1,2,5.540805151,No
2474,4.738858226,1,5,3.233715092,4.021703005,2,92.54005182,4,2,5.654419697,No
2475,3.20617444,10,2,3.587499517,4.382801758,9,87.8470259,7,13,7.696558404,Yes
2476,4.751946765,11,1,2.658467008,3.687466703,8,86.04213401,2,10,7.036534044,No
2477,3.001734501,7,7,3.430951762,4.833950262,8,89.91434943,4,9,7.025214335,No
2478,3.360117314,4,9,3.153760224,2.982050538,5,95.84108137,3,9,5.934345496,No
2479,3.90388237,11,4,2.452370766,4.08733249,1,99.92825399,3,2,5.973247718,No
2480,3.87431935,1,7,3.215857117,3.93611089,5,89.0662885,7,6,6.23113558,No
2481,4.138870202,1,4,3.098749268,2.270888746,9,86.84018716,3,15,6.087013454,No
2482,2.036139112,14,8,3.406379769,4.431377792,1,97.71671912,6,16,7.20727759,No
2483,2.346848963,7,6,3.912454255,4.267041236,1,96.10498475,4,14,6.229369074,No
2484,3.299631903,14,0,2.998429974,4.658516912,8,88.30538363,1,12,7.131569611,No
2485,2.050929591,9,9,3.466425237,3.69010828,1,85.94141715,2,19,6.12436511,No
2486,3.071939495,2,3,3.212779313,4.17753575,6,95.67542395,9,12,6.581822551,No
2487,2.994993189,7,4,3.365611494,4.66172972,8,88.99817393,3,7,6.559046876,No
2488,4.622552887,11,7,3.883726118,4.344653125,9,93.89604648,8,1,8.265476178,Yes
2489,2.247081673,2,2,3.955247692,2.201975202,1,94.7599388,6,3,4.454668265,No
2490,2.446672906,6,8,3.139924849,4.885511567,7,95.27935333,3,18,6.98487474,No
2491,3.195952111,7,1,3.777455606,4.000276261,0,98.78151316,3,7,5.606825478,No
2492,3.622953476,1,8,4.732208765,4.788954635,2,85.01856872,2,9,6.125432054,No
2493,2.381824708,8,9,4.380076752,3.581940463,3,95.71866369,6,7,6.524085594,No
2494,2.895746268,2,6,4.830926676,3.553898323,0,86.61242953,4,12,5.663512741,No
2495,4.425429889,6,0,2.662345576,2.667912211,1,98.10301052,2,19,5.826469874,No
2496,4.482538526,11,6,2.736914218,4.515204413,7,94.0666774,1,8,7.231164056,No
2497,4.526094755,1,8,3.148793503,3.890736129,1,94.74550715,0,6,5.34823975,No
2498,3.367795299,12,4,4.676916092,4.822234622,0,96.77670332,5,9,7.201806641,No
2499,4.311968014,14,8,3.686521907,4.218157178,9,85.24268634,3,15,8.515869257,No
2500,4.495812133,10,1,3.043475928,2.304517582,9,95.41511002,8,13,7.556957548,Yes
2501,2.955841621,11,4,2.519753677,2.702628055,8,98.85040998,5,11,6.661740731,No
2502,3.734677656,8,7,4.32231908,3.112098522,0,96.92371644,2,8,6.082740107,No
2503,3.364219396,7,9,4.3971615,3.585982174,2,96.20581276,7,4,6.663215304,No
2504,2.272143616,7,3,3.817850393,4.530814931,6,96.66566755,2,9,6.159353485,No
2505,2.006080784,2,5,2.170340296,4.798496929,2,97.19980818,6,10,5.272349733,No
2506,4.169605415,9,9,2.865644097,3.459746576,5,95.82296566,7,6,7.137097546,No
2507,4.964920167,11,8,4.712783165,3.514791117,2,90.97786653,2,8,7.352531966,No
2508,3.611011966,5,5,2.749547555,3.050313754,5,85.76829025,7,10,6.215187268,No
2509,4.900330423,3,0,3.393817905,4.869108267,3,96.16610407,7,4,6.54373706,No
2510,4.111644004,1,8,4.903422824,3.406154443,5,91.10188389,3,10,6.5153416,No
2511,3.363506716,4,0,3.704737737,3.585040795,6,95.70698649,3,3,5.575872276,No
2512,2.880591855,8,6,2.263393103,4.314838463,9,97.83095468,4,3,6.39683113,No
2513,4.538460633,3,2,2.774243655,2.093501136,2,87.08609306,2,4,4.734079064,No
2514,3.196143011,9,1,2.738047822,4.040374068,7,87.3208765,7,18,7.207957783,No
2515,2.897798604,4,0,2.613862873,3.866255079,7,85.21544192,3,3,5.152886523,No
2516,4.055663193,7,6,4.883502399,4.245561383,0,96.02916196,2,10,6.653147377,No
2517,3.881833689,13,0,4.319403246,4.836948144,1,95.69421112,7,7,7.406748088,No
2518,4.89228704,3,0,4.267421858,3.68042572,8,89.27532574,1,15,6.844924602,No
2519,4.751100584,4,9,4.323182252,4.955709234,1,89.99295899,8,2,7.117871856,No
2520,2.835882541,8,4,4.996567493,3.492391463,8,85.74872441,7,1,6.837191273,No
2521,3.433066921,11,4,3.777251895,3.863239989,9,97.10172656,5,5,7.3558987,No
2522,2.529437868,14,3,2.299924507,3.902439479,3,89.73176871,5,10,6.351673375,No
2523,2.093715449,11,4,2.73527112,2.806289999,1,99.46088186,5,1,5.11465523,No
2524,4.050716934,14,7,2.528784606,3.807457379,5,94.42967354,2,1,6.68475435,No
2525,2.146942293,2,2,4.174414836,3.935741911,5,96.2027673,5,7,5.558780603,No
2526,2.932660993,7,1,2.120371052,4.888205394,9,87.72097565,1,9,6.043197965,No
2527,2.458441971,13,7,3.799381836,3.049316585,4,88.57983326,5,5,6.468688574,No
2528,4.339205895,13,3,4.279967454,4.238395281,7,98.17044928,4,1,7.607273282,Yes
2529,4.403343087,12,4,2.446140838,2.172854172,9,93.82553156,1,12,6.83591762,No
2530,4.748768888,1,7,4.73318335,2.530085552,1,90.17316956,8,4,6.186777983,No
2531,4.371025694,10,0,3.952350804,4.344088507,5,88.44184891,5,8,7.225352874,No
2532,2.247104757,1,0,2.106624152,4.081033272,6,99.26595131,5,13,5.261374249,No
2533,4.624966003,9,7,2.372059392,2.652512768,5,94.28582827,1,7,6.188478655,No
2534,2.386102951,14,3,2.336609882,3.286342737,9,94.02795381,5,6,6.6196182,No
2535,3.166623656,6,5,3.50350449,2.511521575,9,98.40477755,9,17,7.37057682,No
2536,2.716771848,8,8,4.083088849,3.157802586,8,86.3814124,5,1,6.421453619,No
2537,2.236690525,11,2,2.209315691,3.216108993,3,85.47830474,1,18,5.558582068,No
2538,2.60248717,5,9,2.206559138,3.642963058,2,96.79853343,9,4,5.732299685,No
2539,3.145949646,10,3,3.262151986,2.955197469,1,94.80801576,3,2,5.359467693,No
2540,3.572983104,13,5,3.013416639,3.253928181,9,98.4709371,4,16,7.751290687,Yes
2541,3.618599644,3,4,3.350723033,2.132537735,9,85.48245116,9,8,6.411946025,No
2542,2.197165357,8,4,3.285983943,4.739164363,7,86.51807994,3,19,6.842067624,No
2543,2.757608175,13,9,2.405805676,3.299613945,3,87.05901324,1,13,6.206771402,No
2544,3.214590263,6,9,3.792293614,3.07072939,9,85.68662211,3,8,6.598852335,No
2545,2.35557013,6,7,3.972144338,3.556909531,6,88.13409961,0,1,5.333329486,No
2546,3.562070704,5,1,2.187350853,4.086627439,1,91.66811179,8,18,6.262341149,Yes
2547,4.786515723,11,8,3.531767765,4.838615476,7,98.20155104,6,7,8.343618142,Yes
2548,2.916003659,3,9,2.033403034,3.276140651,4,89.80029209,4,7,5.236006003,No
2549,4.791669695,14,5,3.564185714,4.142464713,3,99.44073407,5,7,7.758158066,Yes
2550,3.520881551,12,4,2.660941102,2.608041696,3,85.38700945,9,13,6.868397922,No
2551,3.507731256,8,4,3.054569123,4.496458992,8,96.35043193,4,1,6.597235248,No
2552,2.326413191,5,8,3.124234121,4.624804626,0,86.58686837,7,4,5.589608408,No
2553,3.129453434,12,4,2.948270137,4.364652853,6,89.37195148,7,3,6.949653475,No
2554,3.875966016,2,2,3.267357171,3.913236486,4,85.48446044,6,9,5.969601255,No
2555,4.277649241,1,4,3.558027895,3.68405186,0,86.00338916,3,7,5.27483698,No
2556,3.880798949,9,4,3.261690078,4.059064371,7,90.2644194,3,2,6.554072314,No
2557,4.080592063,6,7,2.499806441,3.78456944,1,88.52102821,8,17,6.829242745,No
2558,2.325029492,14,1,3.828384853,3.85688963,7,85.77620797,4,12,7.002712947,No
2559,2.295191421,3,8,3.986965901,2.23398439,3,89.69984829,7,17,5.953081107,No
2560,4.233631089,7,2,2.327258244,3.02668598,2,91.18120909,2,2,5.122266507,No
2561,3.494751601,7,3,4.771520087,3.552298649,1,92.43377041,7,13,6.809150047,No
2562,3.266334659,5,2,4.883169207,3.947953283,3,93.37180259,9,16,7.21185263,No
2563,3.743439295,8,3,3.638307541,4.640907185,6,90.58718603,0,7,6.445909239,No
2564,3.755713201,10,4,2.436808768,2.701867807,4,90.78669474,2,11,5.991020029,No
2565,2.953980575,5,3,4.911598424,2.534839909,8,89.7243582,7,6,6.497604405,No
2566,2.037738477,2,9,4.086559796,4.465491434,4,90.32159151,1,3,5.211662682,No
2567,4.351443717,11,0,3.402691683,3.356094849,3,87.89969633,4,1,6.156191195,No
2568,3.876797801,2,3,2.212255879,4.413823681,1,95.1885484,5,2,5.143310678,No
2569,2.345455952,2,0,2.776518096,2.253737941,4,98.03177417,6,17,5.147710601,No
2570,3.375698552,9,1,2.414265806,4.214271849,0,90.04226023,3,7,5.460858975,No
2571,4.683407698,5,6,3.502753536,4.682193968,2,94.53091788,1,19,6.976537462,No
2572,2.031398795,6,7,3.12892085,4.245745541,2,96.9907909,4,16,6.035385306,No
2573,3.148552451,14,3,2.803658319,3.675570615,2,94.26310493,1,9,6.11950492,No
2574,4.954866557,2,1,3.935275945,2.597472846,8,92.0867158,2,7,6.112011852,No
2575,3.246972164,7,2,2.023619385,3.442432838,3,97.44358563,2,9,5.303391266,No
2576,2.175680182,4,3,4.223202269,4.774210955,5,96.51975176,6,7,6.220574927,No
2577,3.327866724,13,9,4.221889728,2.816654876,2,99.52441531,5,12,7.240168092,No
2578,3.339519476,3,5,2.685999899,4.571076978,8,93.74813064,7,6,6.532074649,No
2579,4.152907687,3,1,3.666154347,4.62655719,5,94.15397576,2,5,6.008436093,No
2580,4.800632663,8,3,2.698712074,4.390576764,3,85.58280528,8,5,6.91205741,No
2581,4.639928549,11,9,4.579655488,3.741073155,4,87.86387682,3,18,8.134546408,Yes
2582,2.388947109,5,3,2.225676488,2.083929079,7,86.18825934,1,4,4.412139264,No
2583,3.009155092,13,7,2.301769836,3.742855369,9,97.30723807,7,18,7.99701421,Yes
2584,3.117275062,10,4,2.323488971,3.811045691,1,93.29425615,4,8,5.790471966,No
2585,3.86495441,6,4,3.872819084,4.404267589,8,88.6767072,0,15,6.959316776,No
2586,4.793833064,7,0,3.197864213,4.083015998,2,98.65761093,8,4,6.660010825,No
2587,4.469965299,11,5,4.731120167,4.85282935,3,89.44867457,5,5,7.66605371,Yes
2588,3.128568422,8,9,3.030291792,2.307344476,7,89.93895942,6,19,7.053695145,No
2589,4.900404962,11,3,3.992453814,2.247485651,0,86.43937167,9,13,7.225986162,No
2590,3.896400011,5,9,2.650535297,4.079691745,0,87.48036054,8,17,6.771771739,No
2591,4.098384901,7,4,4.33772535,4.207598516,6,92.65904558,1,1,6.432173155,No
2592,3.1041589,5,4,3.821707977,3.013491312,0,87.45167777,1,2,4.641050901,No
2593,3.168454973,13,5,2.890619072,2.91258651,8,90.09742624,4,4,6.623812496,Yes
2594,2.071193865,11,6,4.489765789,3.295454736,0,90.22560076,6,17,6.639607982,No
2595,4.780132478,3,0,2.975450127,3.068029945,8,95.74284486,5,5,6.211556372,No
2596,2.200587203,10,0,4.903072754,4.663259311,1,97.18110956,7,1,6.234894636,No
2597,4.968904474,10,8,2.783831455,2.24994277,0,99.53513571,9,13,7.193128956,No
2598,4.408491775,14,5,4.548009837,2.315523434,3,86.85046623,4,12,7.378095856,No
2599,2.858544936,8,6,3.339769431,3.263588708,4,93.64297549,4,9,6.113904461,No
2600,2.349622822,14,8,2.514286403,4.084435015,8,87.73084313,1,3,6.399113167,No
2601,3.516412719,4,0,3.230538522,3.905558481,1,99.70990143,5,15,5.929204982,No
2602,4.248570594,9,1,3.965834531,3.95031168,2,99.79313942,4,16,7.100816695,No
2603,4.853253488,10,4,3.168645641,2.488757768,6,98.78643214,2,11,6.887873791,No
2604,2.483427439,3,5,3.006967592,4.840226981,4,94.32219002,4,13,5.963057012,No
2605,3.11531653,5,2,2.974245961,3.265905226,3,87.39896345,8,16,6.203314484,No
2606,4.574467233,13,2,4.159587821,3.074050268,4,87.61284508,0,15,7.113893153,No
2607,2.27725707,12,9,4.547920024,4.964835336,8,94.97357452,9,9,8.362752566,Yes
2608,3.702308695,4,7,3.415405144,4.461786724,3,91.11638534,8,16,7.137032694,No
2609,3.765455835,10,8,3.351244823,3.85655555,5,91.72666917,2,12,7.011018879,No
2610,4.790855593,7,8,2.021441644,2.379553284,1,87.5275601,4,1,5.414547896,No
2611,3.635743609,14,3,2.904770144,4.763713876,9,96.19569517,2,7,7.474109543,No
2612,2.221895499,7,9,3.587072124,2.538977634,9,90.88731872,8,3,6.432229939,No
2613,4.209605622,7,4,4.359278181,3.94427154,5,89.33798875,7,2,6.979105766,No
2614,4.307257086,9,0,3.061897804,3.961683947,9,87.7170422,0,11,6.750380864,No
2615,3.052455273,14,2,2.552682573,4.879693695,6,97.34972784,7,6,7.295537297,No
2616,3.879898593,14,7,4.255560173,2.8133557,9,96.75244031,0,19,8.029047491,Yes
2617,4.031098186,3,3,3.67174847,3.472957744,9,95.07295314,0,5,5.957833803,No
2618,4.106942938,10,4,2.326970064,4.201215262,9,89.16448372,2,9,6.982434836,No
2619,3.565962094,4,4,3.514494454,2.113609965,5,96.83296495,1,1,4.953237709,No
2620,2.658468748,10,0,3.351004875,3.568854134,2,87.50070499,8,11,6.275839303,No
2621,4.011151178,14,4,4.113668125,3.066427065,3,90.35702438,4,2,6.76732243,No
2622,3.716827989,9,7,2.222648594,4.801989053,7,93.83326563,1,10,6.800834428,No
2623,4.613522571,10,3,2.634085074,2.039002448,0,98.1726978,6,1,5.686455747,No
2624,3.804544529,3,7,4.204669339,2.540058458,3,94.97504521,3,11,5.950918098,No
2625,2.786974294,10,3,2.596690051,3.710626144,3,89.1802247,2,15,5.981911301,No
2626,3.598726262,8,4,3.883595839,3.995975457,4,94.26786198,8,5,6.921896821,No
2627,3.875183032,14,0,4.357577338,3.552317384,7,91.30170112,3,17,7.841906594,Yes
2628,4.142164554,11,5,2.363955879,2.982699372,0,91.4150699,2,2,5.458847682,Yes
2629,2.251200769,6,8,2.783902608,3.792771424,8,91.19276309,4,2,5.811308227,No
2630,3.977223913,5,5,3.187028901,4.096065361,5,97.07466251,4,10,6.586372322,No
2631,4.024306693,4,3,2.671436336,4.558898462,5,95.74985866,6,9,6.527466231,No
2632,3.89406756,1,9,2.878318492,3.174274962,4,86.47105711,1,17,5.795550886,No
2633,3.375967619,14,3,3.000712981,4.358555283,4,86.30138591,7,15,7.599543959,Yes
2634,2.458246175,1,2,3.194159673,3.214585332,2,92.19408242,0,19,4.768338986,No
2635,4.000101196,11,4,4.777970233,4.609783639,4,97.53469485,6,5,7.666776245,Yes
2636,4.771315198,7,4,2.013041713,3.484045419,5,86.40186253,1,4,5.771086049,No
2637,2.401379591,8,6,4.35270338,4.319451607,7,95.90903431,2,5,6.474922761,No
2638,4.27413926,5,8,3.896693006,2.766122069,2,90.62529754,4,10,6.287894388,No
2639,3.51700567,8,0,3.95233,2.666921629,9,93.40936033,3,12,6.648726498,No
2640,4.589979925,7,9,2.505571341,2.434996908,5,88.25451845,6,8,6.593982483,No
2641,3.327252371,8,3,2.701273378,4.250835856,7,86.34964713,6,18,7.195652579,No
2642,3.132308442,14,8,2.491097726,4.843211673,1,88.52439224,7,19,7.671793452,Yes
2643,2.593708929,6,9,2.537130598,4.579449393,8,94.41531763,7,5,6.689292449,No
2644,3.815438277,10,5,4.45324566,2.274198973,1,97.26903308,0,16,6.319521755,No
2645,4.87012332,9,7,4.431280786,4.216507539,4,94.07408081,5,19,8.336301237,Yes
2646,3.86766869,9,4,3.729660267,2.254056303,6,87.77373357,6,18,7.187129474,No
2647,2.501015722,12,6,2.478536089,4.809635088,8,85.39832527,2,9,6.744683836,No
2648,2.455366418,13,4,4.576108149,4.258460164,0,90.5015063,5,2,6.313430203,No
2649,3.907665314,3,4,2.633607172,4.093684209,7,93.10908151,3,9,6.14079047,No
2650,2.631967051,14,4,4.994960109,4.132611508,3,94.41299624,4,3,6.893083005,No
2651,4.816164498,2,9,4.917516268,3.376244161,5,95.04860899,6,12,7.433166902,No
2652,2.457122209,6,6,2.695858103,4.44495566,8,85.9166644,7,16,6.969222063,No
2653,2.601480726,2,0,3.403865221,4.254954392,6,87.10672107,1,6,5.017158351,No
2654,2.03270897,11,7,2.614004296,2.264309091,6,88.45206223,8,2,5.889377257,No
2655,4.49103633,1,9,3.240232155,3.806463565,2,88.96355187,8,13,6.702523262,No
2656,2.880224649,7,5,4.130519533,3.927587617,8,97.00597852,8,17,7.739874187,Yes
2657,4.111128214,8,1,4.227949639,2.375376553,8,93.87961361,9,2,6.971095739,No
2658,3.80093257,11,2,3.81696005,3.740841284,2,87.15862533,3,17,6.899274619,No
2659,4.171467576,3,2,3.090104615,4.855043237,1,96.48922332,4,11,6.084066226,No
2660,4.441337802,10,0,2.995715881,3.06386193,1,92.20758548,0,1,5.25165558,No
2661,2.240359814,3,6,4.824555145,4.065715284,0,88.56973592,4,1,5.100760341,No
2662,4.650201359,2,1,2.45646472,4.808227108,2,87.84738639,5,5,5.728738898,No
2663,2.802171286,8,2,3.736126916,4.621026141,6,99.83577681,9,10,7.287608624,No
2664,4.168184226,3,8,4.976367952,3.390330277,5,85.80007552,8,7,7.114022427,No
2665,3.103385296,14,6,2.270147534,2.271230906,6,89.26946847,0,4,5.706988651,No
2666,3.619793256,14,2,4.498127654,2.232435066,1,94.06925376,6,3,6.454562282,No
2667,3.577983954,13,3,4.832523712,4.792909853,4,96.96927371,6,10,7.985467099,Yes
2668,2.818818398,11,3,2.399555731,4.480607215,2,90.84729532,9,15,6.956983198,No
2669,3.370761938,2,6,2.372114761,2.712665385,7,87.41305241,2,9,5.269172601,No
