EmployeeID,Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,PromotionScore,promoted
2388,52,B.Tech,10,2,11,27,58.49,56.44,0
2389,58,MSC,30,5,10,12,64.49,53.67,0
2390,59,MBA,55,5,6,4,57.68,47.97,0
2391,37,BSC,44,11,1,4,53.23,44.13,0
2392,36,M.Tech,76,16,0,7,51.68,47.25,0
2393,56,MBA,11,11,12,2,90.64,46.9,0
2394,41,BBA,91,2,6,21,67.8,74.91,1
2395,33,B.Tech,46,17,2,27,50.5,62.34,1
2396,22,PhD,96,17,12,20,90.52,88.51,1
2397,47,B.Tech,86,12,8,10,64.9,60.44,1
2398,28,MSC,98,3,0,3,94.9,82.24,1
2399,24,MSC,62,1,2,5,59.07,55.99,0
2400,36,BBA,8,2,1,26,74.21,46.87,0
2401,54,M.Tech,97,8,1,4,71.4,78.58,1
2402,48,MBA,45,0,5,24,64.58,61.26,1
2403,40,MSC,19,4,5,17,53.67,49.12,0
2404,22,M.Tech,76,19,3,14,76.63,67.53,1
2405,48,MBA,39,7,2,29,91.51,70.1,1
2406,39,PhD,95,11,4,9,93.91,80.0,1
2407,60,B.Tech,81,12,3,19,60.97,63.74,1
2408,42,MBA,52,6,7,24,54.63,68.17,1
2409,22,PhD,81,8,5,1,62.28,68.74,1
2410,38,BSC,32,3,14,9,97.66,59.04,0
2411,32,MSC,55,3,14,26,93.29,75.55,1
2412,31,MSC,4,11,9,6,51.72,25.51,0
2413,34,BSC,75,11,0,11,85.04,75.49,1
2414,21,M.Tech,81,13,10,8,84.06,75.2,1
2415,31,BSC,62,15,5,8,56.69,49.52,0
2416,28,PhD,93,18,7,14,62.42,74.96,1
2417,31,MBA,8,9,9,2,57.37,34.2,0
2418,22,BBA,27,7,6,14,63.73,44.57,0
2419,48,M.Tech,15,12,13,3,76.4,52.68,0
2420,49,MBA,85,18,1,2,99.04,77.14,1
2421,44,M.Tech,24,9,10,1,85.05,46.37,0
2422,34,MBA,14,19,1,7,79.85,43.07,0
2423,61,MSC,36,17,9,20,62.06,57.91,0
2424,41,BSC,7,11,8,26,81.79,46.95,0
2425,39,BSC,42,19,14,18,69.47,56.84,0
2426,51,BSC,89,0,14,9,85.99,84.25,1
2427,30,MSC,63,5,5,17,87.56,69.83,1
2428,37,BBA,32,6,7,19,97.09,62.14,1
2429,31,M.Tech,41,14,4,1,62.21,44.75,0
2430,58,B.Tech,63,3,2,23,92.2,76.52,1
2431,62,B.Tech,50,12,5,17,50.13,48.7,0
2432,57,B.Tech,74,15,5,1,60.18,56.56,0
2433,41,MBA,1,8,6,8,56.32,26.56,0
2434,28,M.Tech,18,19,12,24,82.68,47.84,0
2435,24,PhD,48,12,12,20,63.15,55.07,0
2436,38,BSC,7,7,9,24,54.35,49.7,0
2437,60,MSC,50,12,5,16,54.66,60.63,1
2438,48,MBA,19,5,9,22,60.37,46.63,0
2439,46,MSC,31,19,10,11,97.16,54.22,0
2440,37,BBA,66,9,12,27,81.37,74.31,1
2441,45,M.Tech,40,17,5,24,83.51,58.86,0
2442,25,BBA,27,9,11,11,68.17,54.35,0
2443,61,BBA,14,8,4,26,97.5,58.66,0
2444,44,PhD,1,8,13,3,91.31,45.25,0
2445,23,MBA,93,7,6,12,57.33,64.59,1
2446,48,BSC,43,10,6,1,64.72,54.42,0
2447,49,BBA,67,4,7,16,99.76,84.99,1
2448,24,PhD,13,6,0,6,56.58,29.76,0
2449,63,MBA,62,13,5,27,81.18,71.04,1
2450,60,MBA,44,3,11,1,76.84,64.6,1
2451,61,BBA,57,2,1,15,95.58,75.71,1
2452,64,MBA,59,16,12,28,65.53,77.89,1
2453,32,B.Tech,34,13,14,12,96.15,67.48,1
2454,33,M.Tech,73,1,13,8,64.99,73.29,1
2455,37,PhD,57,9,3,1,81.91,63.97,1
2456,30,BSC,78,16,4,23,81.05,82.35,1
2457,39,PhD,2,10,10,26,97.02,50.77,0
2458,53,M.Tech,70,9,10,24,89.55,78.28,1
2459,26,MBA,76,11,3,3,66.0,68.83,1
2460,22,M.Tech,88,16,10,26,69.6,79.13,1
2461,59,MSC,18,5,8,10,76.75,50.34,0
2462,31,BBA,91,10,8,9,70.85,69.54,1
2463,44,BBA,23,13,6,12,82.72,44.53,0
2464,58,MBA,30,16,13,19,65.97,50.62,0
2465,44,MBA,5,12,14,7,62.51,46.79,0
2466,30,B.Tech,93,7,2,16,97.42,95.34,1
2467,32,MSC,99,17,10,2,67.58,66.01,1
2468,23,MBA,91,5,14,13,96.29,96.42,1
2469,58,MBA,73,14,2,22,56.7,69.85,1
2470,43,BSC,44,2,14,18,86.27,61.04,1
2471,26,M.Tech,65,16,5,23,94.27,73.65,1
2472,58,BBA,30,5,6,21,89.63,60.99,1
2473,63,BBA,51,12,9,9,64.64,57.95,0
2474,21,M.Tech,89,16,10,21,71.23,85.84,1
2475,39,BSC,86,15,9,27,96.76,99.03,1
2476,62,BSC,23,1,9,22,51.18,54.36,0
2477,40,MSC,43,1,4,10,80.38,52.75,0
2478,59,M.Tech,82,11,3,3,92.87,66.66,1
2479,53,B.Tech,84,4,12,19,52.63,80.59,1
2480,29,M.Tech,12,11,8,2,97.55,43.78,0
2481,57,MBA,42,15,13,19,58.97,47.89,0
2482,32,BBA,6,13,14,5,70.88,42.78,0
2483,27,BSC,6,11,14,12,64.18,47.87,0
2484,54,B.Tech,13,1,13,28,87.72,70.65,1
2485,28,MBA,57,10,12,10,68.18,52.83,0
2486,57,BSC,7,0,11,17,81.37,49.53,0
2487,33,MSC,45,7,11,26,57.04,57.33,0
2488,51,B.Tech,96,18,14,13,97.23,87.96,1
2489,52,MBA,32,18,1,18,53.53,54.41,0
2490,55,B.Tech,3,6,11,19,98.65,59.48,0
2491,31,M.Tech,91,0,13,5,91.0,73.42,1
2492,39,BSC,97,19,4,8,75.22,84.95,1
2493,50,MSC,68,0,8,12,63.28,61.79,1
2494,28,MBA,82,11,0,13,69.31,64.98,1
2495,37,MBA,41,11,12,11,82.55,55.4,0
2496,37,PhD,25,15,3,3,89.86,54.73,0
2497,48,PhD,24,6,1,28,69.69,49.53,0
2498,64,BBA,54,17,7,25,58.38,72.24,1
2499,53,MBA,41,19,14,25,60.19,52.91,0
2500,50,BSC,97,5,1,15,68.49,69.02,1
2501,56,M.Tech,20,6,3,5,77.1,51.46,0
2502,25,MBA,36,8,10,23,67.05,66.37,1
2503,21,B.Tech,59,2,11,29,97.61,86.18,1
2504,48,BSC,26,2,10,15,80.63,68.1,1
2505,60,B.Tech,68,19,14,1,61.05,58.77,0
2506,35,PhD,93,13,13,16,58.63,77.74,1
2507,38,B.Tech,8,12,8,3,55.54,22.25,0
2508,62,BBA,92,17,6,18,70.43,80.18,1
2509,51,B.Tech,49,13,9,21,93.05,67.76,1
2510,29,MBA,35,9,3,27,71.16,58.09,0
2511,47,BBA,15,17,5,17,97.76,63.27,1
2512,38,B.Tech,56,13,5,14,66.8,52.24,0
2513,38,MSC,66,14,10,13,81.48,61.08,1
2514,53,BBA,20,11,0,23,53.71,52.99,0
2515,29,B.Tech,93,18,13,12,88.6,75.46,1
2516,32,BSC,2,10,5,25,91.06,49.45,0
2517,25,BSC,69,12,6,15,63.19,64.95,1
2518,25,PhD,47,16,2,18,67.14,55.54,0
2519,47,PhD,58,18,10,4,78.38,52.9,0
2520,49,B.Tech,92,13,13,18,57.82,73.96,1
2521,56,MSC,43,2,4,16,55.56,63.9,1
2522,48,M.Tech,77,8,13,23,73.99,75.73,1
2523,44,M.Tech,60,11,5,27,54.87,73.38,1
2524,23,B.Tech,9,4,12,14,77.47,55.83,0
2525,23,M.Tech,77,11,9,20,86.44,79.93,1
2526,43,MSC,97,18,10,1,80.44,74.46,1
2527,29,PhD,38,15,13,18,99.33,68.19,1
2528,38,M.Tech,38,13,13,11,72.51,54.52,0
2529,46,MSC,10,17,8,16,77.37,51.76,0
2530,50,M.Tech,67,6,6,21,88.36,85.55,1
2531,52,BBA,17,0,2,16,62.23,50.3,0
2532,51,PhD,10,5,2,4,99.43,44.32,0
2533,59,B.Tech,18,0,10,11,66.42,56.17,0
2534,60,BBA,3,18,2,21,54.53,32.14,0
2535,34,PhD,65,15,0,17,53.1,52.58,0
2536,39,M.Tech,21,6,4,20,61.93,49.34,0
2537,54,MSC,26,11,1,1,66.3,34.85,0
2538,59,MSC,74,16,5,3,60.41,56.37,0
2539,37,MSC,2,14,0,27,80.32,54.06,0
2540,32,BBA,43,6,0,21,71.28,62.27,1
2541,41,MSC,77,17,12,22,55.34,59.19,0
2542,31,BBA,2,10,10,7,72.83,32.67,0
2543,47,MSC,54,0,0,24,51.97,50.96,0
2544,35,MBA,55,10,11,28,59.5,67.02,1
2545,35,BSC,34,9,9,9,52.27,35.09,0
2546,21,BBA,4,16,1,15,89.9,43.25,0
2547,52,BSC,69,17,11,20,73.45,77.52,1
2548,39,PhD,22,0,2,16,74.38,41.96,0
2549,21,BBA,53,16,14,22,59.81,55.5,0
2550,43,PhD,21,5,8,22,52.24,54.62,0
2551,63,B.Tech,64,12,9,23,88.73,81.69,1
2552,25,MBA,29,6,4,14,55.65,41.53,0
2553,56,MSC,42,6,6,28,50.02,62.32,1
2554,27,MBA,38,6,14,23,72.48,64.05,1
2555,29,MBA,15,18,5,11,83.77,45.4,0
2556,24,MBA,2,4,4,3,75.08,40.35,0
2557,31,MSC,27,16,5,29,61.19,58.5,0
2558,36,B.Tech,91,13,10,20,74.21,85.07,1
2559,33,MSC,11,0,13,4,95.3,61.62,1
2560,52,B.Tech,29,11,11,8,81.96,45.85,0
2561,56,PhD,87,5,8,8,95.16,76.58,1
2562,52,MBA,77,19,5,12,95.97,76.92,1
2563,36,BSC,81,14,5,19,86.67,86.73,1
2564,53,M.Tech,50,2,10,8,87.11,77.11,1
2565,31,M.Tech,42,17,13,14,91.63,62.95,1
2566,43,MBA,92,0,1,29,84.66,89.07,1
2567,29,BSC,72,4,7,5,60.09,69.29,1
2568,42,M.Tech,66,5,11,24,61.61,67.99,1
2569,39,MSC,69,18,0,12,87.12,78.13,1
2570,49,M.Tech,77,11,1,23,75.45,73.58,1
2571,55,BBA,43,17,11,27,90.33,75.73,1
2572,63,MSC,35,0,13,23,81.28,65.56,1
2573,60,B.Tech,27,10,9,4,52.86,37.65,0
2574,46,B.Tech,24,18,8,12,63.71,46.46,0
2575,23,BBA,85,3,7,16,91.02,75.63,1
2576,49,MSC,71,18,4,19,57.09,72.8,1
2577,26,MSC,77,9,5,27,68.63,69.33,1
2578,60,PhD,29,0,13,14,70.48,61.14,1
2579,51,BSC,35,8,5,23,77.65,60.48,1
2580,39,MBA,22,9,6,3,56.8,32.69,0
2581,61,M.Tech,38,3,7,28,57.52,53.13,0
2582,44,BSC,63,10,12,20,96.14,76.45,1
2583,35,BSC,24,5,14,15,87.76,56.17,0
2584,37,PhD,63,14,3,3,75.63,69.06,1
2585,22,BBA,74,15,7,18,69.98,69.61,1
2586,43,M.Tech,45,10,3,12,60.66,58.97,0
2587,64,BBA,36,17,7,1,66.29,48.3,0
2588,39,BBA,80,15,8,12,68.9,66.03,1
2589,41,PhD,5,2,8,27,85.59,46.87,0
2590,51,BSC,76,9,8,27,80.44,91.85,1
2591,63,BSC,80,5,11,11,97.93,87.07,1
2592,27,MSC,26,15,1,9,75.3,48.13,0
2593,32,BSC,35,10,0,7,62.49,50.69,0
2594,44,BSC,26,18,4,22,55.47,36.85,0
2595,53,BBA,63,6,7,18,99.4,74.11,1
2596,28,B.Tech,63,4,11,29,64.4,67.7,1
2597,58,BBA,96,3,9,24,65.64,86.16,1
2598,39,PhD,1,4,2,18,56.67,28.98,0
2599,35,MBA,71,4,6,22,56.19,74.04,1
2600,38,BBA,55,11,3,17,67.0,53.71,0
2601,43,B.Tech,46,4,4,18,53.14,51.33,0
2602,36,PhD,40,15,1,13,83.67,52.16,0
2603,34,M.Tech,85,2,4,11,96.96,87.73,1
2604,44,MBA,50,10,9,7,97.1,77.44,1
2605,37,MSC,25,5,14,22,93.28,62.02,1
2606,61,MBA,76,14,3,19,64.09,78.89,1
2607,35,MSC,83,8,10,11,92.02,88.27,1
2608,36,BBA,72,10,1,17,73.76,64.58,1
2609,63,BBA,43,1,6,24,73.73,73.67,1
2610,49,M.Tech,50,1,7,4,84.77,55.38,0
2611,63,PhD,29,10,8,17,57.09,41.57,0
2612,36,MBA,1,17,7,9,84.84,40.54,0
2613,40,BSC,43,17,12,11,96.37,75.27,1
2614,36,BSC,82,10,7,25,93.95,78.16,1
2615,23,BSC,62,9,8,19,95.77,78.47,1
2616,52,BBA,10,8,0,26,70.99,57.9,0
2617,48,M.Tech,13,5,4,21,59.05,53.28,0
2618,21,B.Tech,42,18,7,8,90.76,66.29,1
2619,22,M.Tech,5,14,13,22,91.82,52.58,0
2620,61,BSC,17,5,1,20,89.88,68.66,1
2621,44,B.Tech,54,16,13,17,54.24,49.92,0
2622,28,BSC,22,18,1,4,60.42,41.06,0
2623,42,PhD,17,2,0,19,65.13,50.82,0
2624,47,PhD,66,9,9,26,97.33,78.09,1
2625,42,MBA,52,3,10,16,64.77,60.57,1
2626,41,MBA,11,9,2,23,91.06,55.67,0
2627,29,MBA,46,13,2,26,80.56,59.35,0
2628,55,M.Tech,40,18,7,9,77.03,52.4,0
2629,60,MSC,88,17,4,13,53.44,60.11,1
2630,31,M.Tech,17,3,13,9,93.54,46.42,0
2631,28,BSC,24,10,5,17,73.32,56.92,0
2632,50,BSC,11,3,2,17,80.71,43.41,0
2633,32,MSC,56,12,9,28,83.51,66.83,1
2634,57,BBA,30,5,13,23,83.88,65.67,1
2635,32,BSC,86,6,4,10,75.02,64.6,1
2636,43,MSC,67,15,13,21,96.77,87.51,1
2637,59,BSC,76,13,12,11,57.21,61.11,1
2638,52,PhD,68,0,0,9,86.27,80.79,1
2639,26,MSC,35,18,5,10,60.79,39.06,0
2640,51,MBA,73,0,14,22,83.86,83.73,1
2641,36,B.Tech,43,10,9,3,70.12,54.77,0
2642,29,BBA,11,4,4,29,99.56,67.99,1
2643,44,MSC,98,17,12,21,69.89,92.79,1
2644,39,B.Tech,51,3,8,11,62.77,56.0,0
2645,51,B.Tech,32,1,2,28,79.22,70.58,1
2646,45,MSC,65,4,3,27,60.68,59.79,0
2647,47,B.Tech,68,2,7,12,92.99,82.51,1
2648,48,BSC,69,14,2,21,59.88,63.57,1
2649,57,B.Tech,52,2,12,27,59.26,71.77,1
2650,47,MSC,69,13,4,18,72.22,62.91,1
2651,58,BBA,82,4,13,11,87.35,81.62,1
2652,39,B.Tech,98,13,10,8,64.58,75.28,1
2653,28,BSC,55,7,1,4,50.05,46.24,0
2654,32,BBA,29,10,0,4,65.96,37.67,0
2655,50,BSC,25,5,1,9,95.63,62.06,1
2656,58,BSC,56,13,6,22,64.88,69.5,1
2657,41,MBA,67,15,1,21,73.33,62.31,1
2658,35,M.Tech,87,11,0,21,74.11,68.01,1
2659,29,MSC,13,13,6,18,99.76,57.75,0
2660,44,BBA,44,14,3,21,90.16,71.72,1
2661,22,BBA,90,6,11,16,92.96,77.54,1
2662,51,B.Tech,96,6,1,1,86.06,71.98,1
2663,38,BBA,44,2,9,19,97.69,65.07,1
2664,43,MSC,14,15,8,9,79.6,54.88,0
2665,64,BBA,74,11,9,5,65.55,75.18,1
2666,55,MSC,65,8,2,14,53.87,54.18,0
2667,40,MBA,81,15,13,14,99.9,82.67,1
2668,31,BBA,80,0,8,1,58.43,66.24,1
2669,42,BSC,41,0,6,26,94.97,82.85,1
2670,53,B.Tech,32,8,4,21,97.77,67.45,1
2671,23,B.Tech,98,7,10,22,89.53,80.5,1
2672,38,B.Tech,36,17,0,1,99.77,53.06,0
2673,21,BBA,71,12,2,21,51.37,60.74,1
2674,38,MSC,74,14,2,13,75.62,63.08,1
2675,64,PhD,1,19,0,13,55.07,40.85,0
2676,48,BSC,80,9,14,16,80.73,77.52,1
2677,38,BBA,77,7,11,7,54.82,55.35,0
2678,39,B.Tech,71,10,2,25,72.38,76.77,1
2679,25,BSC,73,15,11,16,61.19,67.16,1
2680,47,M.Tech,47,17,10,18,78.45,59.41,0
2681,57,BSC,50,9,2,18,50.34,62.04,1
2682,62,MBA,97,14,14,11,58.83,74.31,1
2683,41,BSC,9,12,2,10,83.63,49.31,0
2684,30,M.Tech,78,8,4,9,65.6,73.21,1
2685,34,MSC,7,18,2,13,86.82,53.75,0
2686,25,MSC,29,16,0,8,63.64,47.15,0
2687,40,MSC,7,0,6,21,65.88,40.82,0
2688,54,B.Tech,85,7,7,20,75.16,72.88,1
2689,60,BSC,15,4,11,28,88.37,55.51,0
2690,35,BSC,15,14,3,28,69.35,54.1,0
2691,53,PhD,82,14,4,14,58.35,62.64,1
2692,23,BBA,96,12,6,18,81.89,74.7,1
2693,54,M.Tech,87,19,11,26,64.57,71.63,1
2694,49,BSC,11,0,5,14,54.46,34.3,0
2695,58,M.Tech,62,3,12,23,82.89,69.05,1
2696,40,M.Tech,99,0,1,4,81.39,70.56,1
2697,43,M.Tech,52,10,1,6,91.63,58.11,0
2698,37,PhD,66,5,12,24,57.39,70.2,1
2699,46,BSC,10,14,11,17,54.31,42.75,0
2700,47,BBA,36,1,14,21,98.47,83.33,1
2701,40,MBA,52,0,5,16,88.78,75.33,1
2702,43,PhD,5,7,4,24,57.01,50.73,0
2703,47,BBA,18,19,3,23,79.94,55.79,0
2704,44,MBA,90,19,4,20,61.46,63.7,1
2705,23,PhD,77,0,2,28,80.96,84.95,1
2706,52,BBA,3,8,13,27,55.57,49.6,0
2707,49,BSC,21,11,14,2,58.75,34.87,0
2708,38,BSC,39,2,5,19,50.79,57.48,0
2709,37,M.Tech,68,15,11,14,61.22,57.02,0
2710,63,M.Tech,13,7,8,17,63.45,50.95,0
2711,33,BBA,34,19,1,16,68.83,54.86,0
2712,49,B.Tech,92,1,11,29,52.65,72.84,1
2713,45,MSC,29,3,0,24,78.03,61.61,1
2714,37,M.Tech,45,5,14,14,68.18,67.76,1
2715,44,BSC,57,2,5,19,72.0,62.22,1
2716,53,BBA,24,16,7,16,80.29,44.94,0
2717,37,MSC,94,7,13,7,90.3,75.83,1
2718,25,BBA,31,13,5,7,64.31,36.92,0
2719,62,M.Tech,24,9,11,29,75.35,71.86,1
2720,29,B.Tech,11,2,14,4,93.11,60.2,1
2721,24,PhD,84,19,1,7,65.17,65.87,1
2722,43,BBA,68,16,5,26,54.46,61.99,1
2723,24,M.Tech,89,7,5,26,81.88,80.75,1
2724,39,B.Tech,62,0,3,7,62.48,60.42,1
2725,27,MSC,22,16,7,12,61.16,43.82,0
2726,51,M.Tech,13,6,9,16,50.58,45.94,0
2727,57,PhD,99,2,0,22,54.59,81.14,1
2728,62,B.Tech,69,3,10,24,87.2,92.94,1
2729,37,PhD,46,10,10,4,80.81,54.19,0
2730,35,MSC,82,4,0,10,62.19,63.93,1
2731,60,BBA,78,12,1,15,99.27,86.96,1
2732,41,B.Tech,91,5,4,6,54.52,61.83,1
2733,31,PhD,73,19,3,1,95.77,64.43,1
2734,55,B.Tech,61,5,1,7,58.3,57.16,0
2735,64,MBA,37,18,11,18,98.58,73.12,1
2736,32,PhD,92,9,2,22,71.55,74.69,1
2737,60,MBA,36,6,14,7,96.87,67.01,1
2738,26,M.Tech,49,0,5,21,93.93,66.26,1
2739,44,BBA,65,7,2,21,79.59,65.25,1
2740,22,BSC,14,15,12,2,96.25,44.74,0
2741,33,BBA,70,2,5,21,87.01,73.61,1
2742,55,M.Tech,91,12,2,6,76.11,80.8,1
2743,29,BBA,30,17,1,21,80.17,46.78,0
2744,27,PhD,91,19,6,5,79.87,75.92,1
2745,42,MBA,5,3,3,15,56.8,32.33,0
2746,31,BSC,1,4,13,15,81.71,47.59,0
2747,43,BBA,50,7,5,5,99.56,57.79,0
2748,61,MBA,52,6,7,23,82.98,79.26,1
2749,43,BSC,72,3,7,26,56.35,76.06,1
2750,55,BBA,83,8,11,2,55.36,58.28,0
2751,46,B.Tech,92,15,3,8,81.45,66.99,1
2752,37,BSC,13,4,8,24,64.99,51.33,0
2753,53,BBA,62,7,3,21,80.12,68.83,1
2754,21,PhD,11,12,11,1,71.55,37.64,0
2755,60,MBA,42,0,14,25,88.36,66.66,1
2756,48,M.Tech,1,3,5,18,78.86,56.93,0
2757,49,B.Tech,49,13,3,10,78.07,63.39,1
2758,23,PhD,67,12,3,11,91.45,77.78,1
2759,63,BSC,53,19,9,4,76.49,52.44,0
2760,50,MSC,42,4,1,11,85.21,59.29,0
2761,39,MBA,44,2,9,4,58.1,45.18,0
2762,61,MSC,54,10,0,2,68.64,58.88,0
2763,49,PhD,41,13,13,15,75.15,68.84,1
2764,37,B.Tech,90,5,11,22,94.18,98.33,1
2765,46,BSC,53,3,7,19,82.59,68.38,1
2766,22,B.Tech,16,17,5,10,80.72,51.85,0
2767,32,BSC,21,5,8,24,95.24,67.64,1
2768,61,BBA,76,5,14,5,87.93,75.15,1
2769,48,MBA,48,1,5,22,83.68,64.18,1
2770,27,PhD,12,13,2,1,85.13,48.52,0
2771,35,BSC,77,15,4,26,72.31,75.44,1
2772,45,MSC,39,16,7,12,68.3,54.34,0
2773,23,B.Tech,12,10,12,16,82.94,43.8,0
2774,50,MBA,18,3,14,25,58.38,55.33,0
2775,43,M.Tech,26,14,0,9,57.91,32.49,0
2776,27,BSC,99,13,13,1,67.05,66.56,1
2777,46,PhD,69,15,14,28,53.12,77.56,1
2778,34,PhD,43,8,9,6,90.59,68.65,1
2779,24,BSC,5,7,8,27,55.18,38.19,0
2780,36,BSC,89,1,8,26,86.14,91.39,1
2781,60,PhD,19,1,5,12,80.12,54.68,0
2782,47,MBA,96,0,7,22,66.89,92.11,1
2783,51,BSC,17,3,10,16,58.32,44.31,0
2784,50,PhD,52,9,13,17,94.53,67.38,1
2785,29,MSC,46,18,10,2,80.89,46.43,0
2786,62,B.Tech,39,18,11,5,88.23,60.23,1
2787,48,MSC,1,14,6,7,77.17,30.23,0
2788,47,B.Tech,41,19,10,14,73.45,65.83,1
2789,42,MBA,62,18,13,8,89.72,60.57,1
2790,24,BSC,62,13,4,14,74.65,69.19,1
2791,22,B.Tech,72,1,3,15,54.64,64.17,1
2792,36,M.Tech,53,15,13,27,59.34,68.55,1
2793,60,PhD,75,3,8,5,97.85,88.12,1
2794,43,BBA,60,6,6,21,94.73,73.61,1
2795,37,MBA,53,1,4,4,69.82,64.99,1
2796,48,PhD,22,4,6,11,74.59,57.85,0
2797,58,BBA,79,7,12,6,97.67,79.45,1
2798,55,MSC,90,4,7,10,85.65,88.51,1
2799,48,B.Tech,63,3,4,4,70.99,55.21,0
2800,21,BBA,8,18,13,12,89.25,55.55,0
2801,48,M.Tech,98,10,13,12,54.59,75.34,1
2802,50,B.Tech,85,15,14,7,53.61,72.16,1
2803,42,BSC,7,9,2,3,58.18,34.35,0
2804,25,PhD,9,13,8,19,72.8,44.32,0
2805,52,B.Tech,1,16,6,23,78.82,40.03,0
2806,42,BBA,39,19,10,25,77.57,66.16,1
2807,39,BBA,20,18,4,18,97.23,49.18,0
2808,35,B.Tech,41,8,12,27,55.08,63.28,1
2809,59,BSC,3,4,8,7,72.95,41.45,0
2810,38,BBA,26,9,2,7,84.42,43.46,0
2811,43,BSC,76,8,11,16,53.13,73.52,1
2812,23,MSC,52,6,13,8,60.97,45.09,0
2813,52,M.Tech,29,18,2,22,86.43,54.17,0
2814,57,BSC,41,1,10,6,54.38,48.25,0
2815,53,BBA,89,15,2,1,94.68,82.81,1
2816,38,MBA,89,14,7,21,54.15,77.65,1
2817,28,MSC,6,2,11,3,68.87,44.92,0
2818,32,M.Tech,70,3,1,2,86.84,63.35,1
2819,45,MBA,97,10,0,16,89.07,83.9,1
2820,43,MSC,20,14,12,18,81.13,52.51,0
2821,22,BBA,41,7,6,5,63.43,55.53,0
2822,49,MSC,22,12,1,25,85.05,54.44,0
2823,31,MSC,24,15,1,8,84.24,47.91,0
2824,26,B.Tech,9,7,14,5,89.27,45.71,0
2825,61,BSC,42,2,0,11,58.44,61.05,1
2826,33,MBA,75,9,11,27,58.26,81.45,1
2827,51,B.Tech,14,17,6,6,77.24,35.52,0
2828,29,MSC,8,6,4,19,80.64,43.45,0
2829,58,M.Tech,27,10,12,22,59.02,54.08,0
2830,56,B.Tech,98,3,10,19,63.53,87.25,1
2831,61,M.Tech,53,12,7,14,88.28,65.46,1
2832,62,MSC,82,2,0,18,99.36,90.62,1
2833,64,M.Tech,26,11,0,2,80.66,43.08,0
2834,39,MBA,17,14,3,17,84.81,49.56,0
2835,58,B.Tech,39,14,9,25,50.82,61.56,1
2836,47,PhD,22,13,13,23,57.74,52.94,0
2837,27,BBA,84,8,14,25,97.18,85.17,1
2838,30,M.Tech,99,12,10,25,56.97,80.76,1
2839,55,MSC,30,2,11,10,52.14,53.95,0
2840,35,MBA,28,19,0,10,61.21,44.51,0
2841,61,BBA,93,16,7,22,97.07,102.72,1
2842,43,B.Tech,4,6,11,29,95.25,69.08,1
2843,23,BSC,92,0,4,16,52.69,63.11,1
2844,34,MSC,54,0,10,4,61.94,53.81,0
2845,44,M.Tech,81,2,12,23,80.76,85.12,1
2846,44,BSC,71,4,12,29,51.9,79.27,1
2847,27,PhD,21,2,8,11,67.0,54.3,0
2848,60,BBA,76,19,7,19,68.98,67.33,1
2849,51,MSC,43,0,9,21,91.71,82.76,1
2850,37,PhD,54,12,9,12,90.83,70.02,1
2851,36,B.Tech,82,12,6,6,77.24,77.85,1
2852,36,PhD,22,14,0,16,76.8,40.88,0
2853,39,B.Tech,69,14,5,5,69.73,55.87,0
2854,24,BBA,30,16,4,28,58.16,42.6,0
2855,27,M.Tech,21,6,0,6,64.13,36.72,0
2856,32,BBA,25,5,6,22,92.46,54.7,0
2857,59,MSC,62,19,8,16,55.15,57.43,0
2858,54,BSC,26,17,7,17,57.65,50.43,0
2859,56,BBA,88,4,3,22,94.24,94.84,1
2860,63,MSC,53,10,12,19,79.45,80.93,1
2861,61,PhD,31,4,14,4,98.98,73.54,1
2862,53,B.Tech,13,13,7,26,64.25,40.85,0
2863,21,MBA,39,18,9,20,75.09,63.69,1
2864,56,BBA,12,3,10,19,71.57,46.65,0
2865,49,PhD,75,7,4,3,97.82,66.6,1
2866,29,BSC,31,18,4,23,94.71,55.2,0
2867,46,M.Tech,72,2,5,9,67.66,71.5,1
2868,64,M.Tech,60,15,14,10,98.48,75.14,1
2869,43,PhD,94,9,1,19,71.48,87.67,1
2870,22,BSC,77,6,8,13,96.6,74.85,1
2871,27,M.Tech,32,0,6,19,89.47,60.46,1
2872,58,B.Tech,80,10,1,24,62.03,63.22,1
2873,48,MBA,96,10,0,1,65.29,75.32,1
2874,60,M.Tech,83,16,10,7,73.57,78.38,1
2875,53,BBA,23,16,5,6,92.83,56.72,0
2876,22,MSC,40,19,3,25,73.53,58.69,0
2877,23,PhD,56,6,8,12,53.15,46.11,0
2878,52,BBA,32,4,11,5,68.65,46.57,0
2879,46,MSC,50,17,6,8,54.69,55.31,0
2880,64,MSC,95,14,6,11,88.87,82.61,1
2881,55,B.Tech,6,12,8,13,53.95,34.84,0
2882,23,MSC,81,14,7,22,98.07,80.18,1
2883,60,M.Tech,70,11,7,17,77.51,78.76,1
2884,25,PhD,47,11,13,15,69.84,59.82,0
2885,41,MBA,58,16,8,9,96.0,76.11,1
2886,62,B.Tech,14,10,3,26,73.27,46.41,0
2887,59,M.Tech,90,13,6,18,58.68,75.41,1
2888,41,PhD,63,6,1,8,75.94,57.69,0
2889,26,MSC,7,10,7,8,65.56,37.4,0
2890,63,BSC,55,4,8,8,52.95,63.11,1
2891,50,PhD,92,5,3,23,79.8,81.43,1
2892,35,BSC,7,3,1,7,62.13,26.71,0
